, source airport, destination airport,count
48038,AMM,OSM,111
47918,AMM,AQJ,111
47919,AMM,ATH,111
28379,AMM,DXB,111
28378,AMM,DWC,111
47916,AMM,ALG,111
47924,AMM,BEY,111
47925,AMM,BGW,111
47921,AMM,BAH,111
47922,AMM,BCN,111
47923,AMM,BEN,111
47915,AMM,ADE,111
65586,AMM,JED,111
65587,AMM,MED,111
65588,AMM,RUH,111
8988,AMM,CDG,111
38996,AMM,TIP,111
38995,AMM,BEN,111
66307,AMM,EBL,111
47926,AMM,BKK,111
47927,AMM,BOM,111
46092,TYN,CKG,110
54864,HER,SXF,110
54863,HER,MXP,110
54862,HER,MAN,110
58224,HER,VKO,110
54857,HER,BRS,110
53151,HER,LYS,110
53154,HER,ORY,110
30771,HER,SZG,110
37884,HER,LUX,110
42401,TYN,PEK,110
19799,HER,LEJ,110
19800,HER,MUC,110
31070,HER,BRU,110
31071,HER,LIL,110
19798,HER,HAM,110
42407,TYN,WUH,110
53149,HER,BHX,110
19802,HER,SXF,110
46276,HER,KBP,110
3174,TYN,HET,110
19795,HER,DUS,110
19796,HER,FRA,110
16013,TYN,PUS,110
50836,HER,LED,110
19241,TYN,HFE,110
19245,TYN,SHE,110
19248,TYN,URC,110
19249,TYN,WUH,110
19250,TYN,XIY,110
50837,HER,SVO,110
19246,TYN,TAO,110
19247,TYN,TXN,110
19238,TYN,DAT,110
19239,TYN,DLC,110
19240,TYN,DYG,110
7330,HER,TXL,110
44247,HER,SKG,110
44246,HER,ATH,110
30115,HER,RHO,110
19251,TYN,XMN,110
19237,TYN,CZX,110
31598,TYN,SHA,110
31599,TYN,SZX,110
31594,TYN,HFE,110
31589,TYN,CAN,110
31593,TYN,HAK,110
31590,TYN,CIH,110
3175,TYN,KMG,110
67292,TYN,SZX,110
30772,HER,VIE,110
62458,HER,RIX,110
31591,TYN,CSX,110
31592,TYN,DLC,110
19242,TYN,HGH,110
19243,TYN,INC,110
19244,TYN,KHN,110
19235,TYN,CSX,110
19236,TYN,CTU,110
19233,TYN,CAN,110
4353,HER,MRS,110
4345,HER,ATH,110
4347,HER,BRU,110
4348,HER,CDG,110
4349,HER,DME,110
4350,HER,DUS,110
4351,HER,FRA,110
17076,TYN,NKG,110
40396,TYN,HFE,110
40397,TYN,HGH,110
19801,HER,STR,110
42396,TYN,HET,110
4352,HER,LED,110
42406,TYN,TPE,110
42395,TYN,CTU,110
42408,TYN,XIY,110
40395,TYN,FOC,110
42398,TYN,HKG,110
42399,TYN,KMG,110
42404,TYN,SZX,110
42405,TYN,TAO,110
42402,TYN,PVG,110
42403,TYN,SHA,110
923,TYN,HGH,110
42397,TYN,HGH,110
19234,TYN,CGQ,110
39647,HER,ZRH,110
67291,TYN,SYX,110
38421,HER,FRA,110
38422,HER,MUC,110
31597,TYN,PVG,110
53518,HER,BHX,110
67287,TYN,HRB,110
67288,TYN,KMG,110
67286,TYN,DLC,110
67289,TYN,PEK,110
67290,TYN,SHE,110
43833,TYN,MFM,110
924,TYN,SHE,110
925,TYN,TVS,110
921,TYN,CTU,110
922,TYN,DAT,110
19797,HER,HAJ,110
40399,TYN,XMN,110
54281,TYN,LHW,110
1481,HER,STR,110
1477,HER,CGN,110
1478,HER,DUS,110
1479,HER,HAJ,110
1480,HER,HAM,110
1482,HER,TXL,110
40392,TYN,CSX,110
40393,TYN,CZX,110
40394,TYN,DAT,110
31819,HER,GRQ,110
31820,HER,RTM,110
7323,HER,GRZ,110
65282,HER,FRA,110
65283,HER,HAJ,110
30111,HER,ATH,110
65281,HER,DUS,110
39342,HER,EMA,110
39343,HER,GLA,110
39344,HER,LBA,110
4346,HER,BOD,110
44596,HER,VIE,110
31007,TYN,SHA,110
48586,HER,DME,110
39345,HER,MAN,110
39346,HER,NCL,110
65279,HER,BSL,110
65280,HER,CGN,110
17069,TYN,CTU,110
17070,TYN,DLC,110
17071,TYN,DSN,110
17072,TYN,HRB,110
920,TYN,CKG,110
7320,HER,BSL,110
7321,HER,DRS,110
18033,HER,LCA,110
30436,TYN,KWE,110
30437,TYN,LHW,110
30438,TYN,TSN,110
41267,HER,ATH,110
50710,HER,DUS,110
30434,TYN,CIH,110
67285,TYN,CTU,110
24702,TYN,TSA,110
25744,TYN,SHA,110
7329,HER,SZG,110
31818,HER,AMS,110
66470,HER,LGW,110
66468,HER,BHX,110
66469,HER,LBA,110
7324,HER,HAM,110
7325,HER,LEJ,110
7326,HER,LNZ,110
7327,HER,MUC,110
7328,HER,NUE,110
49213,TYN,LHW,110
49215,TYN,TAO,110
44413,HER,PRG,110
40398,TYN,TXN,110
7322,HER,DUS,110
49216,TYN,TNA,110
49217,TYN,URC,110
49214,TYN,NKG,110
31976,TYN,HKG,110
49212,TYN,DSN,110
17074,TYN,LHW,110
17075,TYN,MFM,110
17077,TYN,PEK,110
17078,TYN,SHE,110
17079,TYN,SYX,110
17080,TYN,SZX,110
17081,TYN,TAO,110
49211,TYN,BAV,110
17082,TYN,TNA,110
17083,TYN,URC,110
3176,TYN,LJG,110
17073,TYN,KMG,110
4354,HER,MUC,110
4355,HER,RHO,110
4356,HER,SKG,110
4357,HER,TLV,110
4358,HER,TXL,110
4359,HER,VIE,110
17068,TYN,BAV,110
65284,HER,HAM,110
65285,HER,MUC,110
65286,HER,NUE,110
65287,HER,STR,110
34053,TYN,KWL,110
30435,TYN,INC,110
50331,HER,BRU,110
54858,HER,EDI,110
54859,HER,GVA,110
54860,HER,LGW,110
54861,HER,LTN,110
30769,HER,GRZ,110
30770,HER,LNZ,110
42392,TYN,CAN,110
42393,TYN,CIH,110
42394,TYN,CKG,110
42409,TYN,YCU,110
42400,TYN,NKG,110
58223,HER,DME,110
30114,HER,MJT,110
30113,HER,KGS,110
39646,HER,GVA,110
31595,TYN,HGH,110
31596,TYN,KWL,110
30112,HER,JIK,110
7331,HER,VIE,110
7332,HER,ZRH,110
62459,HER,TLL,110
62460,HER,VNO,110
53152,HER,MAN,110
53153,HER,NTE,110
53150,HER,LGW,110
58327,SGN,DME,109
34025,SYX,CSX,109
61538,SGN,CGK,109
61539,SGN,CXR,109
42299,SYX,SHA,109
24246,SGN,AUH,109
67193,SYX,KWE,109
34024,SYX,CKG,109
19003,SGN,CAN,109
3533,SYX,HGH,109
61574,SGN,VII,109
61575,SGN,VKG,109
61569,SGN,TPE,109
61570,SGN,UIH,109
61546,SGN,HAN,109
61547,SGN,HKG,109
61561,SGN,PVG,109
61551,SGN,KHH,109
36929,SYX,HGH,109
34033,SYX,SJW,109
34034,SYX,TSN,109
34027,SYX,FOC,109
34028,SYX,HGH,109
34032,SYX,NNG,109
43693,SYX,HGH,109
8948,SGN,RMQ,109
15664,SGN,TPE,109
52187,SGN,BKK,109
34035,SYX,WUH,109
34036,SYX,XIY,109
34022,SYX,CAN,109
34023,SYX,CGO,109
34029,SYX,KHN,109
34030,SYX,KWE,109
34031,SYX,NKG,109
34026,SYX,CTU,109
34823,SGN,KIX,109
34824,SGN,NRT,109
892,SYX,NGB,109
893,SYX,NKG,109
894,SYX,TNA,109
15538,SGN,CXR,109
15539,SGN,DAD,109
15540,SGN,HAN,109
15541,SGN,HPH,109
17484,SGN,TPE,109
17492,SYX,TPE,109
17483,SGN,KHH,109
891,SYX,MIG,109
52815,SGN,BKK,109
61390,SGN,UIH,109
61391,SGN,VII,109
61383,SGN,CXR,109
61384,SGN,DAD,109
61385,SGN,DLI,109
61386,SGN,HAN,109
61387,SGN,HPH,109
61381,SGN,BKK,109
61382,SGN,BMV,109
61388,SGN,HUI,109
61389,SGN,PQC,109
18002,SGN,HKG,109
18009,SYX,HKG,109
13666,SGN,FRA,109
47666,SGN,PKZ,109
15542,SGN,PQC,109
31973,SYX,HKG,109
15543,SGN,VII,109
15537,SGN,BMV,109
61544,SGN,FRA,109
61545,SGN,FUK,109
10821,SGN,KUL,109
43237,SGN,NRT,109
61543,SGN,FOC,109
35794,SGN,ALA,109
25727,SYX,PVG,109
30392,SYX,WUH,109
30390,SYX,CGO,109
30391,SYX,TSN,109
30393,SYX,ZYI,109
6785,SGN,NRT,109
397,SGN,SIN,109
31971,SGN,HKG,109
24673,SGN,DMK,109
40787,SGN,KUL,109
23325,SGN,DXB,109
30993,SYX,PVG,109
30994,SYX,SHA,109
889,SYX,KWE,109
890,SYX,KWL,109
35686,SYX,HKG,109
895,SYX,WNZ,109
896,SYX,YBP,109
61534,SGN,BMV,109
61562,SGN,PXU,109
61563,SGN,REP,109
61564,SGN,RGN,109
61565,SGN,SIN,109
61550,SGN,ICN,109
61536,SGN,CAN,109
61537,SGN,CDG,109
61542,SGN,DME,109
61553,SGN,KUL,109
61554,SGN,MEL,109
61555,SGN,MNL,109
61556,SGN,NGO,109
61557,SGN,NRT,109
19088,SYX,CGO,109
19089,SYX,CKG,109
47089,SGN,SYD,109
47088,SGN,MEL,109
61535,SGN,CAH,109
19100,SYX,XMN,109
19101,SYX,YCU,109
19097,SYX,SZX,109
19098,SYX,WUH,109
19099,SYX,XIY,109
19087,SYX,CAN,109
16918,SYX,CTU,109
40347,SYX,FOC,109
24013,SYX,CTU,109
35588,SGN,PNH,109
45163,SGN,ICN,109
16870,SGN,PEK,109
16925,SYX,XMN,109
35589,SGN,REP,109
24012,SYX,CSX,109
57715,SGN,HKG,109
16919,SYX,NNG,109
16920,SYX,PEK,109
16921,SYX,SZX,109
16922,SYX,TYN,109
16923,SYX,WNZ,109
16924,SYX,WUX,109
67196,SYX,SZX,109
46236,SGN,MNL,109
49131,SYX,XMN,109
35264,SGN,SIN,109
19103,SYX,ZHA,109
19104,SYX,ZUH,109
15487,SYX,NGB,109
15488,SYX,ZUH,109
31516,SYX,CKG,109
61568,SGN,THD,109
1968,SGN,MNL,109
61566,SGN,SYD,109
61567,SGN,TBB,109
36091,SGN,ICN,109
36092,SGN,PUS,109
19102,SYX,YTY,109
31515,SYX,CGO,109
61548,SGN,HPH,109
61549,SGN,HUI,109
42295,SYX,LZH,109
42296,SYX,NKG,109
42297,SYX,NNG,109
42298,SYX,PVG,109
40348,SYX,HGH,109
40349,SYX,XMN,109
50522,SGN,SIN,109
31521,SYX,PEK,109
31514,SYX,CAN,109
31522,SYX,SZX,109
31523,SYX,TNA,109
31524,SYX,XIY,109
31517,SYX,CSX,109
31518,SYX,HFE,109
19096,SYX,SWA,109
51028,SGN,SVO,109
15486,SYX,CSX,109
19090,SYX,CSX,109
47548,SGN,DOH,109
47549,SGN,PNH,109
67197,SYX,TYN,109
67198,SYX,WNZ,109
67199,SYX,WUX,109
67192,SYX,CTU,109
3166,SYX,KMG,109
67194,SYX,NNG,109
67195,SYX,PEK,109
19091,SYX,FOC,109
19092,SYX,HGH,109
19093,SYX,KMG,109
19094,SYX,PEK,109
19095,SYX,PVG,109
14321,SGN,KHH,109
31519,SYX,HGH,109
31520,SYX,KWE,109
887,SYX,CKG,109
888,SYX,CTU,109
872,SGN,NNG,109
42199,SGN,PVG,109
9941,SGN,CDG,109
24014,SYX,HGH,109
42300,SYX,WUH,109
42294,SYX,KMG,109
53871,SGN,SIN,109
13665,SGN,CDG,109
61540,SGN,DAD,109
61541,SGN,DLI,109
61532,SGN,AUH,109
61533,SGN,BKK,109
3534,SYX,PVG,109
3535,SYX,SHA,109
46085,SYX,CGO,109
46086,SYX,CKG,109
34821,SGN,FUK,109
34822,SGN,HND,109
58346,SYX,DME,109
34037,SYX,XMN,109
34038,SYX,YIH,109
61571,SGN,VCL,109
61572,SGN,VCS,109
61573,SGN,VDH,109
61558,SGN,PNH,109
61559,SGN,PQC,109
61552,SGN,KIX,109
61560,SGN,PUS,109
55080,LTN,IBZ,108
55076,LTN,GLA,108
55082,LTN,KEF,108
55083,LTN,LIS,108
55084,LTN,MAD,108
55069,LTN,BUD,108
62870,LTN,TSR,108
62869,LTN,TGM,108
18506,HAK,XMN,108
3086,HAK,KMG,108
55067,LTN,BFS,108
55068,LTN,BOD,108
33917,HAK,CSX,108
43660,HAK,NNG,108
43661,HAK,WNZ,108
66516,LTN,ACE,108
66521,LTN,DLM,108
18493,HAK,CGO,108
18494,HAK,CKG,108
18492,HAK,CAN,108
62866,LTN,RIX,108
66527,LTN,NAP,108
66528,LTN,PMI,108
66529,LTN,SSH,108
62872,LTN,VNO,108
48076,LTN,IAS,108
66841,HAK,CAN,108
66842,HAK,CGO,108
66843,HAK,CTU,108
55075,LTN,FAO,108
55090,LTN,PSA,108
55074,LTN,EDI,108
55086,LTN,MXP,108
55087,LTN,NCE,108
55088,LTN,PFO,108
55089,LTN,PMI,108
55093,LTN,TLV,108
55094,LTN,VCE,108
55095,LTN,ZRH,108
55085,LTN,MPL,108
383,HAK,SIN,108
66844,HAK,NKG,108
66845,HAK,PEK,108
18497,HAK,FOC,108
18495,HAK,CSX,108
18496,HAK,CTU,108
741,HAK,ZUH,108
30234,HAK,LZO,108
30235,HAK,NNG,108
30232,HAK,KWE,108
30233,HAK,KWL,108
35617,HAK,HKG,108
18498,HAK,HGH,108
18499,HAK,KMG,108
66846,HAK,SZX,108
66847,HAK,TSN,108
62852,LTN,BOJ,108
62853,LTN,BUD,108
62855,LTN,CRA,108
62860,LTN,KTW,108
62861,LTN,LJU,108
62862,LTN,LUZ,108
62863,LTN,OTP,108
62851,LTN,BEG,108
31278,HAK,CKG,108
30228,HAK,AQG,108
30229,HAK,BHY,108
30236,HAK,SWA,108
30237,HAK,TXN,108
31279,HAK,CSX,108
31280,HAK,CTU,108
31275,HAK,CAN,108
738,HAK,CTU,108
739,HAK,HGH,108
740,HAK,NGB,108
27216,LTN,RAK,108
27217,LTN,REU,108
36153,LTN,IST,108
31276,HAK,CGO,108
31277,HAK,CIH,108
31282,HAK,HFE,108
31288,HAK,KWL,108
31291,HAK,PEK,108
31292,HAK,PVG,108
31293,HAK,SIN,108
31290,HAK,NNG,108
31296,HAK,TYN,108
31297,HAK,WUH,108
31289,HAK,NKG,108
30238,HAK,ZHA,108
30239,HAK,ZUH,108
30240,HAK,ZYI,108
30230,HAK,CGD,108
30231,HAK,CSX,108
737,HAK,CKG,108
18500,HAK,NKG,108
18501,HAK,NNG,108
31935,HAK,HKG,108
25596,HAK,PVG,108
39849,LTN,TLV,108
27212,LTN,LPA,108
27214,LTN,MLA,108
27215,LTN,NOC,108
31298,HAK,XMN,108
31287,HAK,KWE,108
31294,HAK,SZX,108
31295,HAK,TPE,108
31283,HAK,HGH,108
31284,HAK,HKG,108
31285,HAK,KHN,108
31286,HAK,KMG,108
31281,HAK,FOC,108
27202,LTN,ACE,108
27207,LTN,FNI,108
27218,LTN,RZE,108
27219,LTN,TFS,108
27208,LTN,FUE,108
27209,LTN,GRO,108
27210,LTN,KIR,108
27211,LTN,KUN,108
27213,LTN,MJV,108
17869,HAK,HKG,108
33923,HAK,NKG,108
33924,HAK,PEK,108
62854,LTN,CLJ,108
30904,HAK,PVG,108
30905,HAK,SHA,108
33914,HAK,CAN,108
33915,HAK,CGO,108
33918,HAK,HGH,108
33919,HAK,KHN,108
33920,HAK,KWE,108
33921,HAK,KWL,108
33922,HAK,NGB,108
33925,HAK,WUH,108
16327,HAK,NKG,108
16328,HAK,PEK,108
16329,HAK,SZX,108
16322,HAK,CAN,108
16323,HAK,CGO,108
16324,HAK,CTU,108
16325,HAK,FOC,108
16326,HAK,HGH,108
53850,HAK,SIN,108
53240,LTN,IBZ,108
17421,HAK,TPE,108
53244,LTN,PMI,108
53245,LTN,REU,108
53246,LTN,SSH,108
53247,LTN,TFS,108
53234,LTN,ACE,108
27203,LTN,AHO,108
27204,LTN,BTS,108
27205,LTN,BZR,108
27206,LTN,DUB,108
36656,HAK,HGH,108
16330,HAK,TSN,108
55077,LTN,GVA,108
55078,LTN,HAM,108
55079,LTN,HER,108
55081,LTN,INV,108
55073,LTN,DTM,108
55091,LTN,SSH,108
55092,LTN,SXF,108
41558,HAK,KHN,108
41559,HAK,KMG,108
41560,HAK,PVG,108
40205,HAK,FOC,108
40206,HAK,HGH,108
49027,HAK,FOC,108
53235,LTN,AGP,108
53236,LTN,AYT,108
53237,LTN,DLM,108
53238,LTN,FAO,108
53239,LTN,FUE,108
53241,LTN,LCA,108
53242,LTN,LPA,108
53243,LTN,PFO,108
66520,LTN,BJV,108
66522,LTN,FAO,108
66523,LTN,FCO,108
66524,LTN,GIB,108
62859,LTN,KSC,108
62864,LTN,POZ,108
18504,HAK,SZX,108
18505,HAK,WUH,108
62867,LTN,SKP,108
40207,HAK,XMN,108
33926,HAK,XIY,108
18503,HAK,PVG,108
18502,HAK,PEK,108
33916,HAK,CKG,108
55066,LTN,BCN,108
55070,LTN,CDG,108
55071,LTN,CFU,108
55072,LTN,CTA,108
55062,LTN,ABZ,108
55063,LTN,AGP,108
55064,LTN,ALC,108
55065,LTN,AMS,108
62868,LTN,SOF,108
62873,LTN,WAW,108
62871,LTN,VAR,108
62856,LTN,DEB,108
62857,LTN,GDN,108
62858,LTN,IEV,108
46060,HAK,CKG,108
62865,LTN,PRG,108
62874,LTN,WRO,108
66530,LTN,TFS,108
66517,LTN,AGP,108
66518,LTN,ALC,108
66519,LTN,AYT,108
66525,LTN,LCA,108
18507,HAK,ZUH,108
66526,LTN,MAH,108
16545,KWL,CGO,107
58087,MAA,CMB,107
48327,MAA,DEL,107
58088,MAA,HRI,107
48326,MAA,COK,107
53862,MAA,SIN,107
66987,KWL,CTU,107
10587,MAA,MCT,107
10577,MAA,BOM,107
29448,MAA,SHJ,107
10578,MAA,CCU,107
46076,KWL,CKG,107
29300,KWL,AEB,107
43667,KWL,XIY,107
46075,KWL,CGO,107
48332,MAA,TRZ,107
65107,MAA,MCT,107
29302,KWL,KWE,107
40299,KWL,CKG,107
10590,MAA,SIN,107
10591,MAA,TRV,107
33976,KWL,TYN,107
33977,KWL,XIY,107
48325,MAA,CJB,107
17975,KWL,HKG,107
17978,MAA,HKG,107
2305,MAA,VTZ,107
40709,MAA,KUL,107
49084,KWL,CGO,107
45689,KWL,BKK,107
49087,KWL,FOC,107
17748,KWL,PEK,107
49088,KWL,HGH,107
49089,KWL,NGB,107
49090,KWL,NKG,107
2298,MAA,COK,107
45105,KWL,ICN,107
2299,MAA,DEL,107
49085,KWL,CKG,107
49086,KWL,CTU,107
29301,KWL,BHY,107
49091,KWL,XMN,107
25628,KWL,SHA,107
16555,KWL,XIY,107
16548,KWL,FOC,107
16550,KWL,NGB,107
3451,KWL,HGH,107
3452,KWL,PVG,107
18773,KWL,PEK,107
18774,KWL,PVG,107
18775,KWL,SHE,107
16546,KWL,CKG,107
16547,KWL,CTU,107
33594,MAA,BOM,107
18772,KWL,NNG,107
16553,KWL,PVG,107
16554,KWL,SZX,107
24661,MAA,DMK,107
18769,KWL,KMG,107
3453,KWL,SJW,107
16549,KWL,HGH,107
16556,KWL,XMN,107
2293,MAA,AMD,107
2294,MAA,BLR,107
25627,KWL,PVG,107
33595,MAA,KUL,107
33596,MAA,TRV,107
33597,MAA,TRZ,107
51477,MAA,JED,107
24213,MAA,AUH,107
40301,KWL,XMN,107
51478,MAA,RUH,107
14795,MAA,LHR,107
15645,KWL,TPE,107
51476,MAA,DMM,107
66989,KWL,NKG,107
66990,KWL,PEK,107
66991,KWL,PVG,107
66992,KWL,SZX,107
29388,MAA,BOM,107
10582,MAA,FRA,107
29390,MAA,PNQ,107
66988,KWL,HGH,107
4188,MAA,TRZ,107
18779,KWL,TPE,107
18770,KWL,NGB,107
18771,KWL,NKG,107
4176,MAA,AUH,107
4180,MAA,COK,107
18780,KWL,WNZ,107
18781,KWL,WUH,107
18782,KWL,XIY,107
18783,KWL,XMN,107
4183,MAA,HYD,107
4184,MAA,IXM,107
4187,MAA,SIN,107
18776,KWL,SWA,107
18777,KWL,SZX,107
4177,MAA,BLR,107
4178,MAA,BOM,107
4179,MAA,CJB,107
18768,KWL,HGH,107
18778,KWL,TNA,107
49512,MAA,CCU,107
31965,KWL,HKG,107
49516,MAA,DEL,107
49517,MAA,GOI,107
49508,MAA,AMD,107
49509,MAA,BLR,107
2304,MAA,TRV,107
4185,MAA,IXZ,107
4186,MAA,KUL,107
49511,MAA,CCJ,107
49522,MAA,TCR,107
49518,MAA,HYD,107
49519,MAA,IXM,107
49520,MAA,IXZ,107
38525,MAA,FRA,107
4181,MAA,DEL,107
4182,MAA,GOI,107
40854,MAA,SIN,107
47512,MAA,DOH,107
3134,KWL,XMN,107
52165,MAA,BKK,107
46569,MAA,DAC,107
40300,KWL,FOC,107
30322,KWL,KWE,107
35671,KWL,HKG,107
46570,MAA,MLE,107
31378,KWL,CGO,107
31379,KWL,CKG,107
31380,KWL,HAK,107
31382,KWL,TYN,107
31381,KWL,PEK,107
10793,MAA,KUL,107
10786,KWL,KUL,107
49523,MAA,TRV,107
49524,MAA,VTZ,107
49513,MAA,CJB,107
2295,MAA,BOM,107
29940,MAA,BAH,107
18764,KWL,CAN,107
18765,KWL,CKG,107
18766,KWL,CTU,107
18767,KWL,FOC,107
37432,MAA,KWI,107
15473,KWL,TSN,107
40984,MAA,MRU,107
40960,MAA,CMB,107
40961,MAA,HRI,107
2301,MAA,HYD,107
2302,MAA,PNQ,107
2303,MAA,SIN,107
23289,MAA,DXB,107
10583,MAA,GOI,107
36730,KWL,CTU,107
36731,KWL,HGH,107
2296,MAA,CCU,107
2297,MAA,CJB,107
2300,MAA,DXB,107
41827,KWL,CZX,107
41828,KWL,HFE,107
818,KWL,SYX,107
41830,KWL,KMG,107
3133,KWL,KMG,107
41831,KWL,PVG,107
41832,KWL,SHA,107
41833,KWL,XIY,107
36732,KWL,NNG,107
49514,MAA,CMB,107
49515,MAA,COK,107
5925,MAA,LHR,107
49510,MAA,BOM,107
49521,MAA,PNQ,107
816,KWL,INC,107
817,KWL,SJW,107
41829,KWL,ICN,107
33975,KWL,TNA,107
33978,KWL,XMN,107
33970,KWL,CGO,107
33971,KWL,HAK,107
33972,KWL,HGH,107
48323,MAA,BLR,107
48324,MAA,BOM,107
48329,MAA,HYD,107
60538,MAA,RUN,107
45106,KWL,PUS,107
60537,MAA,BKK,107
16551,KWL,NKG,107
16552,KWL,PEK,107
33973,KWL,LJG,107
33974,KWL,NGB,107
10579,MAA,CMB,107
10580,MAA,COK,107
10581,MAA,DEL,107
29681,MAA,SIN,107
29389,MAA,IXZ,107
30323,KWL,LHW,107
30324,KWL,XIY,107
30325,KWL,ZUH,107
30321,KWL,HAK,107
10588,MAA,MRU,107
30925,KWL,HGH,107
30320,KWL,CGO,107
10584,MAA,HYD,107
10585,MAA,IXM,107
10586,MAA,IXZ,107
50493,MAA,SIN,107
48330,MAA,IXM,107
48328,MAA,GOI,107
48331,MAA,IXZ,107
10589,MAA,SHJ,107
10576,MAA,BLR,107
30926,KWL,PVG,107
57501,PTY,IAH,106
57505,PTY,MCO,106
57506,PTY,MIA,106
32887,PTY,MIA,106
48374,FAO,LIS,106
60781,PTY,MGA,106
23594,PTY,GYE,106
14511,FAO,LGW,106
14512,FAO,LHR,106
12504,PTY,SJO,106
39308,FAO,BFS,106
39310,FAO,EDI,106
17681,PTY,JFK,106
12502,PTY,BOG,106
12503,PTY,SAL,106
26778,FAO,MST,106
26779,FAO,NOC,106
26780,FAO,NRN,106
21614,PTY,ATL,106
17698,PTY,ORD,106
17699,PTY,PAP,106
37875,FAO,XRY,106
26777,FAO,MAN,106
26783,FAO,PIK,106
57502,PTY,JFK,106
57503,PTY,LAS,106
57504,PTY,LAX,106
7217,FAO,MUC,106
66458,FAO,MAN,106
26757,FAO,BHX,106
26758,FAO,BLL,106
53649,FAO,FRA,106
53650,FAO,LIS,106
54744,FAO,LPL,106
54745,FAO,LTN,106
54746,FAO,NCL,106
54747,FAO,ORY,106
53651,FAO,MUC,106
53648,FAO,BRU,106
53122,FAO,STN,106
53114,FAO,BHX,106
17679,PTY,IAH,106
17680,PTY,IQT,106
17669,PTY,CUR,106
53117,FAO,LGW,106
53119,FAO,MAN,106
53120,FAO,NCL,106
53121,FAO,ORY,106
26774,FAO,LDY,106
26775,FAO,LIS,106
26776,FAO,LPL,106
26761,FAO,BRS,106
26759,FAO,BOH,106
66453,FAO,BHX,106
17677,PTY,HAV,106
17678,PTY,IAD,106
66454,FAO,EMA,106
66455,FAO,LBA,106
26769,FAO,EMA,106
9897,PTY,CDG,106
22429,FAO,OSL,106
22427,FAO,CPH,106
54748,FAO,SEN,106
9896,PTY,ATL,106
36869,PTY,AMS,106
36870,PTY,SJO,106
17796,PTY,HAV,106
26767,FAO,EDI,106
54740,FAO,BSL,106
54741,FAO,GLA,106
54738,FAO,BFS,106
54742,FAO,GVA,106
54743,FAO,LGW,106
22428,FAO,LGW,106
26768,FAO,EIN,106
7215,FAO,DUS,106
7216,FAO,HAM,106
22426,FAO,ARN,106
26763,FAO,CGN,106
26764,FAO,CRL,106
26765,FAO,DTM,106
26766,FAO,DUB,106
26770,FAO,FMM,106
26772,FAO,KIR,106
26773,FAO,LBA,106
7219,FAO,TXL,106
17683,PTY,LAS,106
17684,PTY,LAX,106
17693,PTY,MGA,106
60780,PTY,CCS,106
43543,PTY,FLL,106
26762,FAO,BVA,106
26771,FAO,HHN,106
66456,FAO,LGW,106
26785,FAO,STN,106
38194,FAO,FRA,106
38195,FAO,MUC,106
7218,FAO,PMI,106
17671,PTY,EZE,106
17672,PTY,GDL,106
17673,PTY,GIG,106
26760,FAO,BRE,106
66457,FAO,LTN,106
26784,FAO,SNN,106
53115,FAO,EMA,106
53116,FAO,GLA,106
37874,FAO,LUX,106
17685,PTY,LIM,106
17686,PTY,LIR,106
17687,PTY,MAO,106
17688,PTY,MAR,106
17670,PTY,EWR,106
17666,PTY,CTG,106
17667,PTY,CUC,106
17668,PTY,CUN,106
53118,FAO,LTN,106
17661,PTY,BSB,106
17663,PTY,CLO,106
17664,PTY,CNF,106
19905,PTY,SDQ,106
31065,FAO,AGP,106
59242,FAO,LIS,106
1400,FAO,HAM,106
1401,FAO,STR,106
1399,FAO,CGN,106
39312,FAO,GLA,106
39313,FAO,LBA,106
17662,PTY,CCS,106
17694,PTY,MIA,106
17695,PTY,MTY,106
17696,PTY,MVD,106
17704,PTY,REC,106
17705,PTY,SAL,106
17700,PTY,PEI,106
11185,PTY,MEX,106
54739,FAO,BRS,106
11187,PTY,PAP,106
11188,PTY,POS,106
11183,PTY,CUN,106
11184,PTY,GDL,106
11186,PTY,MTY,106
17710,PTY,SJU,106
17708,PTY,SDQ,106
17709,PTY,SJO,106
17701,PTY,POA,106
31803,FAO,AMS,106
31804,FAO,EIN,106
31806,FAO,RTM,106
31807,FAO,SID,106
31805,FAO,GRQ,106
17714,PTY,TPA,106
17715,PTY,UIO,106
17716,PTY,VLN,106
17717,PTY,VVI,106
17718,PTY,YYZ,106
17702,PTY,POS,106
17703,PTY,PUJ,106
17697,PTY,NAS,106
17682,PTY,KIN,106
39314,FAO,MAN,106
39315,FAO,NCL,106
39311,FAO,EMA,106
17659,PTY,BOG,106
17660,PTY,BOS,106
17665,PTY,COR,106
17655,PTY,ASU,106
17656,PTY,AUA,106
15141,FAO,EXT,106
50318,FAO,BRU,106
15142,FAO,SOU,106
17657,PTY,BAQ,106
17658,PTY,BGA,106
17690,PTY,MCO,106
17691,PTY,MDE,106
65223,FAO,HAJ,106
65224,FAO,MUC,106
17711,PTY,STI,106
17712,PTY,SXM,106
17713,PTY,TGU,106
17706,PTY,SAP,106
17707,PTY,SCL,106
60239,PTY,DFW,106
60240,PTY,MIA,106
17689,PTY,MBJ,106
17674,PTY,GRU,106
57500,PTY,IAD,106
6628,PTY,DFW,106
6629,PTY,MIA,106
65221,FAO,DUS,106
65222,FAO,FRA,106
57498,PTY,BOS,106
57499,PTY,EWR,106
65225,FAO,STR,106
3930,PTY,BLA,106
17692,PTY,MEX,106
48362,PTY,CCS,106
