Country,Year,GDP in Millions
Lithuania,1997,41244.317
Lithuania,1998,44327.644
Lithuania,1999,43821.612
Lithuania,2000,45441.051
Lithuania,2001,48406.582
Lithuania,2002,51674.713
Lithuania,2003,57134.639
Lithuania,2004,60888.095
Lithuania,2005,65596.186
Lithuania,2006,70459.566
Lithuania,2007,78285.849
Lithuania,2008,80332.573
Lithuania,2009,68412.335
Lithuania,2010,69541.988
Lithuania,2011,73741.635
Lithuania,2012,76576.164
Lithuania,2013,79294.672
Lithuania,2014,82099.334
Lithuania,2015,83761.504
Lithuania,2016,85871.311
Lithuania,2017,89548.834
Lithuania,2018,93124.797
Lithuania,2019,97431.914
Lithuania,2020,97410.408
Lithuania,2021,103236.376
Lithuania,2022,105185.267
Euro area (19 countries),1995,10389465.901
Euro area (19 countries),1996,10557338.299
Euro area (19 countries),1997,10834600.76
Euro area (19 countries),1998,11158185.747
Euro area (19 countries),1999,11485141.029
Euro area (19 countries),2000,11923771.716
Euro area (19 countries),2001,12182543.685
Euro area (19 countries),2002,12293031.707
Euro area (19 countries),2003,12372458.353
Euro area (19 countries),2004,12654232.641
Euro area (19 countries),2005,12864611.007
Euro area (19 countries),2006,13278815.532
Euro area (19 countries),2007,13675457.206
Euro area (19 countries),2008,13731971.315
Euro area (19 countries),2009,13114737.9
Euro area (19 countries),2010,13395128.004
Euro area (19 countries),2011,13620763.931
Euro area (19 countries),2012,13501735.357
Euro area (19 countries),2013,13470348.084
Euro area (19 countries),2014,13657565.11
Euro area (19 countries),2015,13933564.76
Euro area (19 countries),2016,14193289.841
Euro area (19 countries),2017,14564766.067
Euro area (19 countries),2018,14824291.586
Euro area (19 countries),2019,15058986.388
Euro area (19 countries),2020,14141615.268
Euro area (19 countries),2021,14897048.712
Euro area (19 countries),2022,15411534.007
Costa Rica,1991,29106.417
Costa Rica,1992,31784.528
Costa Rica,1993,34040.337
Costa Rica,1994,35578.629
Costa Rica,1995,37056.549
Costa Rica,1996,37556.983
Costa Rica,1997,39613.665
Costa Rica,1998,42448.145
Costa Rica,1999,44237.254
Costa Rica,2000,45948.669
Costa Rica,2001,47552.815
Costa Rica,2002,49177.636
Costa Rica,2003,51300.723
Costa Rica,2004,53570.575
Costa Rica,2005,55700.898
Costa Rica,2006,59781.933
Costa Rica,2007,64693.098
Costa Rica,2008,67758.37
Costa Rica,2009,67166.53
Costa Rica,2010,70766.887
Costa Rica,2011,73882.866
Costa Rica,2012,77490.265
Costa Rica,2013,79423.466
Costa Rica,2014,82236.732
Costa Rica,2015,85240.084
Costa Rica,2016,88823.853
Costa Rica,2017,92516.881
Costa Rica,2018,94937.034
Costa Rica,2019,97232.148
Costa Rica,2020,93077.074
Costa Rica,2021,100319.213
Costa Rica,2022,104637.971
European Union – 27 countries (from 01/02/2020),1995,12320847.865
European Union – 27 countries (from 01/02/2020),1996,12537941.86
European Union – 27 countries (from 01/02/2020),1997,12871317.648
European Union – 27 countries (from 01/02/2020),1998,13257957.317
European Union – 27 countries (from 01/02/2020),1999,13649060.887
European Union – 27 countries (from 01/02/2020),2000,14176511.364
European Union – 27 countries (from 01/02/2020),2001,14478954.942
European Union – 27 countries (from 01/02/2020),2002,14631551.417
European Union – 27 countries (from 01/02/2020),2003,14757472.821
European Union – 27 countries (from 01/02/2020),2004,15130469.462
European Union – 27 countries (from 01/02/2020),2005,15414530.316
European Union – 27 countries (from 01/02/2020),2006,15948034.27
European Union – 27 countries (from 01/02/2020),2007,16447558.457
European Union – 27 countries (from 01/02/2020),2008,16552747.886
European Union – 27 countries (from 01/02/2020),2009,15840760.329
European Union – 27 countries (from 01/02/2020),2010,16185463.376
European Union – 27 countries (from 01/02/2020),2011,16487812.745
European Union – 27 countries (from 01/02/2020),2012,16368004.555
European Union – 27 countries (from 01/02/2020),2013,16353082.394
European Union – 27 countries (from 01/02/2020),2014,16612902.845
European Union – 27 countries (from 01/02/2020),2015,16992246.856
European Union – 27 countries (from 01/02/2020),2016,17328206.929
European Union – 27 countries (from 01/02/2020),2017,17819439.583
European Union – 27 countries (from 01/02/2020),2018,18187455.793
European Union – 27 countries (from 01/02/2020),2019,18516350.93
European Union – 27 countries (from 01/02/2020),2020,17470274.314
European Union – 27 countries (from 01/02/2020),2021,18419204.49
European Union – 27 countries (from 01/02/2020),2022,19068819.098
